fecha,store_id,producto_id,stock_disponible,stock_transito,demanda_promedio_diaria,categoria,stock_total,dos,tiempo_entrega_dias,reorder_point,accion,stock_objetivo,cantidad_pedir
2024-03-30,S002,ESM-005,16,0,1.4666666666666666,Esmeriles,16,10.90909090909091,3,4.3999999999999995,ok,30.0,14.0
2024-03-30,S002,ESM-006,25,0,1.5555555555555556,Esmeriles,25,16.07142857142857,4,6.222222222222222,ok,32.0,7.0
2024-03-30,S002,ESM-007,18,4,1.4,Esmeriles,22,15.714285714285715,3,4.199999999999999,ok,28.0,6.0
2024-03-30,S002,ESM-008,19,0,1.288888888888889,Esmeriles,19,14.741379310344827,4,5.155555555555556,ok,26.0,7.0
2024-03-30,S002,ESM-009,14,0,1.3888888888888888,Esmeriles,14,10.08,3,4.166666666666666,ok,28.0,14.0
2024-03-30,S002,ESM-010,16,0,1.4666666666666666,Esmeriles,16,10.90909090909091,5,7.333333333333333,ok,30.0,14.0
2024-03-30,S002,SIE-001,6,0,0.6555555555555556,Sierras electricas,6,9.152542372881356,3,1.9666666666666668,ok,14.0,8.0
2024-03-30,S002,SIE-002,8,2,0.8,Sierras electricas,10,12.5,3,2.4000000000000004,ok,16.0,6.0
2024-03-30,S002,SIE-003,8,0,0.7888888888888889,Sierras electricas,8,10.140845070422536,4,3.1555555555555554,ok,16.0,8.0
2024-03-30,S002,SIE-004,6,0,0.7111111111111111,Sierras electricas,6,8.4375,3,2.1333333333333333,ok,15.0,9.0
2024-03-30,S002,SIE-005,8,0,0.6444444444444445,Sierras electricas,8,12.413793103448276,2,1.288888888888889,ok,13.0,5.0
2024-03-30,S002,SIE-006,9,0,0.7111111111111111,Sierras electricas,9,12.65625,3,2.1333333333333333,ok,15.0,6.0
2024-03-30,S002,TAL-001,9,0,1.0777777777777777,Taladros,9,8.350515463917526,4,4.311111111111111,ok,22.0,13.0
2024-03-30,S002,TAL-002,10,5,1.0222222222222221,Taladros,15,14.673913043478262,5,5.111111111111111,ok,21.0,6.0
2024-03-30,S002,TAL-003,9,2,1.1222222222222222,Taladros,11,9.801980198019802,2,2.2444444444444445,ok,23.0,12.0
2024-03-30,S002,TAL-004,8,2,0.9777777777777777,Taladros,10,10.227272727272728,2,1.9555555555555555,ok,20.0,10.0
2024-03-30,S002,TAL-005,10,0,0.9444444444444444,Taladros,10,10.588235294117647,5,4.722222222222222,ok,19.0,9.0
2024-03-30,S002,TAL-006,7,0,0.9,Taladros,7,7.777777777777778,2,1.8,ok,18.0,11.0
2024-03-30,S002,TAL-007,8,0,0.9333333333333333,Taladros,8,8.571428571428571,2,1.8666666666666667,ok,19.0,11.0
2024-03-30,S002,TAL-008,12,3,0.9,Taladros,15,16.666666666666668,3,2.7,ok,18.0,3.0
2024-03-30,S003,CEP-001,15,0,0.9333333333333333,Cepillos para madera,15,16.07142857142857,6,5.6,ok,19.0,4.0
2024-03-30,S003,CEP-002,11,3,0.8222222222222222,Cepillos para madera,14,17.027027027027028,4,3.2888888888888888,ok,17.0,3.0
2024-03-30,S003,CEP-003,13,6,0.8,Cepillos para madera,19,23.75,7,5.6000000000000005,ok,16.0,0.0
2024-03-30,S003,CEP-004,12,2,0.8111111111111111,Cepillos para madera,14,17.26027397260274,3,2.4333333333333336,ok,17.0,3.0
2024-03-30,S003,CEP-005,16,6,0.8555555555555555,Cepillos para madera,22,25.714285714285715,7,5.988888888888889,ok,18.0,0.0
2024-03-30,S003,DES-001,58,16,3.888888888888889,Destornilladores manuales,74,19.02857142857143,4,15.555555555555555,ok,78.0,4.0
2024-03-30,S003,DES-002,93,12,4.033333333333333,Destornilladores manuales,105,26.03305785123967,3,12.1,ok,81.0,0.0
2024-03-30,S003,DES-003,95,8,3.9444444444444446,Destornilladores manuales,103,26.112676056338028,2,7.888888888888889,ok,79.0,0.0
2024-03-30,S003,DES-004,61,8,3.8222222222222224,Destornilladores manuales,69,18.052325581395348,2,7.644444444444445,ok,77.0,8.0
2024-03-30,S003,DES-005,53,7,3.511111111111111,Destornilladores manuales,60,17.088607594936708,2,7.022222222222222,ok,71.0,11.0
2024-03-30,S003,DES-006,57,0,3.7888888888888888,Destornilladores manuales,57,15.043988269794722,3,11.366666666666667,ok,76.0,19.0
2024-03-30,S003,DES-007,81,4,3.8444444444444446,Destornilladores manuales,85,22.109826589595375,1,3.8444444444444446,ok,77.0,0.0
2024-03-30,S003,DES-008,61,0,3.7888888888888888,Destornilladores manuales,61,16.099706744868037,3,11.366666666666667,ok,76.0,15.0
2024-03-30,S003,DES-009,94,8,3.922222222222222,Destornilladores manuales,102,26.005665722379604,2,7.844444444444444,ok,79.0,0.0
2024-03-30,S003,DES-010,60,12,3.988888888888889,Destornilladores manuales,72,18.050139275766018,3,11.966666666666667,ok,80.0,8.0
2024-03-30,S003,DES-011,68,0,4.022222222222222,Destornilladores manuales,68,16.906077348066297,2,8.044444444444444,ok,81.0,13.0
2024-03-30,S003,DES-012,69,8,4.044444444444444,Destornilladores manuales,77,19.03846153846154,2,8.088888888888889,ok,81.0,4.0
2024-03-30,S003,DES-013,76,4,3.8222222222222224,Destornilladores manuales,80,20.930232558139533,1,3.8222222222222224,ok,77.0,0.0
2024-03-30,S003,DES-014,58,15,3.6333333333333333,Destornilladores manuales,73,20.091743119266056,4,14.533333333333333,ok,73.0,0.0
2024-03-30,S003,DES-015,77,0,3.8444444444444446,Destornilladores manuales,77,20.028901734104046,3,11.533333333333333,ok,77.0,0.0
2024-03-30,S003,ESM-001,15,0,0.9333333333333333,Esmeriles,15,16.07142857142857,4,3.7333333333333334,ok,19.0,4.0
2024-03-30,S003,ESM-002,11,0,1.0333333333333334,Esmeriles,11,10.64516129032258,5,5.166666666666667,ok,21.0,10.0
2024-03-30,S003,ESM-003,14,4,1.1666666666666667,Esmeriles,18,15.428571428571427,3,3.5,ok,24.0,6.0
2024-03-30,S003,ESM-004,16,0,1.1,Esmeriles,16,14.545454545454545,2,2.2,ok,22.0,6.0
2024-03-30,S003,ESM-005,18,0,1.0444444444444445,Esmeriles,18,17.23404255319149,3,3.1333333333333337,ok,21.0,3.0
2024-03-30,S003,ESM-006,17,4,1.0,Esmeriles,21,21.0,4,4.0,ok,20.0,0.0
2024-03-30,S003,ESM-007,15,3,1.0555555555555556,Esmeriles,18,17.052631578947366,3,3.166666666666667,ok,22.0,4.0
2024-03-30,S003,ESM-008,15,4,0.9777777777777777,Esmeriles,19,19.431818181818183,4,3.911111111111111,ok,20.0,1.0
2024-03-30,S003,ESM-009,11,3,0.9333333333333333,Esmeriles,14,15.0,3,2.8,ok,19.0,5.0
2024-03-30,S003,ESM-010,17,5,1.0777777777777777,Esmeriles,22,20.41237113402062,5,5.388888888888888,ok,22.0,0.0
2024-03-30,S003,SIE-001,6,0,0.5111111111111111,Sierras electricas,6,11.73913043478261,3,1.5333333333333332,ok,11.0,5.0
2024-03-30,S003,SIE-002,7,0,0.5222222222222223,Sierras electricas,7,13.404255319148936,3,1.5666666666666669,ok,11.0,4.0
2024-03-30,S003,SIE-003,8,0,0.6222222222222222,Sierras electricas,8,12.857142857142858,4,2.488888888888889,ok,13.0,5.0
2024-03-30,S003,SIE-004,5,0,0.5444444444444444,Sierras electricas,5,9.183673469387756,3,1.6333333333333333,ok,11.0,6.0
2024-03-30,S003,SIE-005,5,0,0.5,Sierras electricas,5,10.0,2,1.0,ok,10.0,5.0
2024-03-30,S003,SIE-006,4,0,0.4222222222222222,Sierras electricas,4,9.473684210526315,3,1.2666666666666666,ok,9.0,5.0
2024-03-30,S003,TAL-001,6,0,0.6333333333333333,Taladros,6,9.473684210526317,4,2.533333333333333,ok,13.0,7.0
2024-03-30,S003,TAL-002,7,0,0.6666666666666666,Taladros,7,10.5,5,3.333333333333333,ok,14.0,7.0
2024-03-30,S003,TAL-003,9,1,0.7111111111111111,Taladros,10,14.0625,2,1.4222222222222223,ok,15.0,5.0
2024-03-30,S003,TAL-004,9,0,0.6666666666666666,Taladros,9,13.5,2,1.3333333333333333,ok,14.0,5.0
2024-03-30,S003,TAL-005,9,4,0.7222222222222222,Taladros,13,18.0,5,3.611111111111111,ok,15.0,2.0
2024-03-30,S003,TAL-006,8,0,0.7,Taladros,8,11.428571428571429,2,1.4,ok,14.0,6.0
2024-03-30,S003,TAL-007,7,0,0.6111111111111112,Taladros,7,11.454545454545453,2,1.2222222222222223,ok,13.0,6.0
2024-03-30,S003,TAL-008,6,2,0.6333333333333333,Taladros,8,12.631578947368421,3,1.9,ok,13.0,5.0
2024-03-30,S004,CEP-001,14,0,0.7666666666666667,Cepillos para madera,14,18.26086956521739,6,4.6000000000000005,ok,16.0,2.0
2024-03-30,S004,CEP-002,13,3,0.8555555555555555,Cepillos para madera,16,18.701298701298704,4,3.422222222222222,ok,18.0,2.0
2024-03-30,S004,CEP-003,16,0,0.9333333333333333,Cepillos para madera,16,17.142857142857142,7,6.533333333333333,ok,19.0,3.0
2024-03-30,S004,CEP-004,12,0,0.8777777777777778,Cepillos para madera,12,13.670886075949367,3,2.6333333333333333,ok,18.0,6.0
2024-03-30,S004,CEP-005,12,6,0.8555555555555555,Cepillos para madera,18,21.03896103896104,7,5.988888888888889,ok,18.0,0.0
2024-03-30,S004,DES-001,64,15,3.7888888888888888,Destornilladores manuales,79,20.85043988269795,4,15.155555555555555,ok,76.0,0.0
2024-03-30,S004,DES-002,56,11,3.7333333333333334,Destornilladores manuales,67,17.94642857142857,3,11.2,ok,75.0,8.0
2024-03-30,S004,DES-003,73,8,3.8333333333333335,Destornilladores manuales,81,21.130434782608695,2,7.666666666666667,ok,77.0,0.0
2024-03-30,S004,DES-004,75,8,3.9555555555555557,Destornilladores manuales,83,20.983146067415728,2,7.911111111111111,ok,80.0,0.0
2024-03-30,S004,DES-005,56,7,3.7111111111111112,Destornilladores manuales,63,16.976047904191617,2,7.4222222222222225,ok,75.0,12.0
2024-03-30,S004,DES-006,70,0,3.8777777777777778,Destornilladores manuales,70,18.05157593123209,3,11.633333333333333,ok,78.0,8.0
2024-03-30,S004,DES-007,93,4,3.888888888888889,Destornilladores manuales,97,24.942857142857143,1,3.888888888888889,ok,78.0,0.0
2024-03-30,S004,DES-008,61,11,3.611111111111111,Destornilladores manuales,72,19.93846153846154,3,10.833333333333334,ok,73.0,1.0
2024-03-30,S004,DES-009,78,7,3.7333333333333334,Destornilladores manuales,85,22.767857142857142,2,7.466666666666667,ok,75.0,0.0
2024-03-30,S004,DES-010,58,12,3.8444444444444446,Destornilladores manuales,70,18.208092485549134,3,11.533333333333333,ok,77.0,7.0
2024-03-30,S004,DES-011,83,8,3.7888888888888888,Destornilladores manuales,91,24.01759530791789,2,7.5777777777777775,ok,76.0,0.0
2024-03-30,S004,DES-012,74,7,3.7111111111111112,Destornilladores manuales,81,21.82634730538922,2,7.4222222222222225,ok,75.0,0.0
2024-03-30,S004,DES-013,78,0,3.9,Destornilladores manuales,78,20.0,1,3.9,ok,78.0,0.0
2024-03-30,S004,DES-014,83,0,3.7777777777777777,Destornilladores manuales,83,21.97058823529412,4,15.11111111111111,ok,76.0,0.0
2024-03-30,S004,DES-015,86,11,3.566666666666667,Destornilladores manuales,97,27.19626168224299,3,10.700000000000001,ok,72.0,0.0
2024-03-30,S004,ESM-001,20,5,1.1555555555555554,Esmeriles,25,21.634615384615387,4,4.622222222222222,ok,24.0,0.0
2024-03-30,S004,ESM-002,11,5,1.0777777777777777,Esmeriles,16,14.845360824742269,5,5.388888888888888,ok,22.0,6.0
2024-03-30,S004,ESM-003,12,3,1.0333333333333334,Esmeriles,15,14.516129032258062,3,3.1000000000000005,ok,21.0,6.0
2024-03-30,S004,ESM-004,17,0,1.0555555555555556,Esmeriles,17,16.105263157894736,2,2.111111111111111,ok,22.0,5.0
2024-03-30,S004,ESM-005,12,3,1.0333333333333334,Esmeriles,15,14.516129032258062,3,3.1000000000000005,ok,21.0,6.0
2024-03-30,S004,ESM-006,12,4,0.9555555555555556,Esmeriles,16,16.744186046511626,4,3.8222222222222224,ok,20.0,4.0
2024-03-30,S004,ESM-007,13,3,1.1444444444444444,Esmeriles,16,13.980582524271846,3,3.433333333333333,ok,23.0,7.0
2024-03-30,S004,ESM-008,11,0,0.9444444444444444,Esmeriles,11,11.647058823529411,4,3.7777777777777777,ok,19.0,8.0
2024-03-30,S004,ESM-009,13,0,1.011111111111111,Esmeriles,13,12.857142857142858,3,3.033333333333333,ok,21.0,8.0
2024-03-30,S004,ESM-010,13,5,1.0666666666666667,Esmeriles,18,16.875,5,5.333333333333333,ok,22.0,4.0
2024-03-30,S004,SIE-001,6,0,0.5555555555555556,Sierras electricas,6,10.799999999999999,3,1.6666666666666667,ok,12.0,6.0
2024-03-30,S004,SIE-002,5,2,0.5555555555555556,Sierras electricas,7,12.6,3,1.6666666666666667,ok,12.0,5.0
2024-03-30,S004,SIE-003,5,0,0.5333333333333333,Sierras electricas,5,9.375,4,2.1333333333333333,ok,11.0,6.0
2024-03-30,S004,SIE-004,6,0,0.4666666666666667,Sierras electricas,6,12.857142857142858,3,1.4,ok,10.0,4.0
2024-03-30,S004,SIE-005,4,0,0.4444444444444444,Sierras electricas,4,9.0,2,0.8888888888888888,ok,9.0,5.0
2024-03-30,S004,SIE-006,7,2,0.5111111111111111,Sierras electricas,9,17.608695652173914,3,1.5333333333333332,ok,11.0,2.0
2024-03-30,S004,TAL-001,5,2,0.6111111111111112,Taladros,7,11.454545454545453,4,2.4444444444444446,ok,13.0,6.0
2024-03-30,S004,TAL-002,6,0,0.6333333333333333,Taladros,6,9.473684210526317,5,3.1666666666666665,ok,13.0,7.0
2024-03-30,S004,TAL-003,7,0,0.7333333333333333,Taladros,7,9.545454545454547,2,1.4666666666666666,ok,15.0,8.0
2024-03-30,S004,TAL-004,6,0,0.7,Taladros,6,8.571428571428571,2,1.4,ok,14.0,8.0
2024-03-30,S004,TAL-005,7,4,0.7444444444444445,Taladros,11,14.776119402985074,5,3.7222222222222223,ok,15.0,4.0
2024-03-30,S004,TAL-006,10,0,0.6888888888888889,Taladros,10,14.516129032258064,2,1.3777777777777778,ok,14.0,4.0
2024-03-30,S004,TAL-007,10,0,0.6888888888888889,Taladros,10,14.516129032258064,2,1.3777777777777778,ok,14.0,4.0
2024-03-30,S004,TAL-008,9,0,0.7888888888888889,Taladros,9,11.408450704225352,3,2.3666666666666667,ok,16.0,7.0
