fecha,store_id,producto_id,stock_disponible,stock_transito,demanda_promedio_diaria,demanda_std_diaria,categoria,tiempo_entrega_dias,precio_venta,stock_total,days_of_supply,stock_seguridad,reorder_point,stock_objetivo,cantidad_pedir,accion
2024-03-30,S001,ESM-009,17,5,1.511111111111111,0.8643298949422532,Esmeriles,3,16000,22,14.558823529411764,2.0,6.533333333333333,24.666666666666664,3.0,OK
2024-03-30,S001,ESM-010,21,8,1.6111111111111112,0.8030062118562036,Esmeriles,5,19500,29,18.0,3.0,11.055555555555555,27.166666666666668,0.0,OK
2024-03-30,S001,SIE-001,8,0,0.7666666666666667,0.6005615349848595,Sierras electricas,3,92200,8,10.434782608695652,2.0,4.300000000000001,13.5,6.0,OK
2024-03-30,S001,SIE-002,7,0,0.7666666666666667,0.5815515860102276,Sierras electricas,3,196000,7,9.130434782608695,2.0,4.300000000000001,13.5,6.0,OK
2024-03-30,S001,SIE-003,10,0,0.7777777777777778,0.5762680746689397,Sierras electricas,4,152500,10,12.857142857142858,2.0,5.111111111111111,13.666666666666666,4.0,OK
2024-03-30,S001,SIE-004,8,2,0.6555555555555556,0.5836943773006421,Sierras electricas,3,158100,10,15.254237288135593,2.0,3.966666666666667,11.833333333333334,2.0,OK
2024-03-30,S001,SIE-005,9,0,0.7222222222222222,0.6364892785804134,Sierras electricas,2,106800,9,12.461538461538462,1.0,2.4444444444444446,11.833333333333334,3.0,OK
2024-03-30,S001,SIE-006,6,2,0.5888888888888889,0.5587796583777267,Sierras electricas,3,121000,8,13.584905660377357,2.0,3.7666666666666666,10.833333333333334,3.0,OK
2024-03-30,S001,TAL-001,11,0,0.9555555555555556,0.5788619425772389,Taladros,4,102300,11,11.511627906976743,2.0,5.822222222222223,16.333333333333336,5.0,OK
2024-03-30,S001,TAL-002,13,5,1.011111111111111,0.7860360577892207,Taladros,5,101500,18,17.802197802197803,3.0,8.055555555555555,18.166666666666664,0.0,OK
2024-03-30,S001,TAL-003,8,2,0.8333333333333334,0.7532700248497072,Taladros,2,222200,10,12.0,2.0,3.666666666666667,14.5,4.0,OK
2024-03-30,S001,TAL-004,9,2,0.8222222222222222,0.758143471314058,Taladros,2,57500,11,13.378378378378379,2.0,3.6444444444444444,14.333333333333332,3.0,OK
2024-03-30,S001,TAL-005,10,0,0.8111111111111111,0.717273934858897,Taladros,5,237500,10,12.32876712328767,3.0,7.055555555555555,15.166666666666666,5.0,OK
2024-03-30,S001,TAL-006,8,2,0.9888888888888889,0.6786378366686476,Taladros,2,249100,10,10.112359550561797,2.0,3.977777777777778,16.833333333333336,7.0,OK
2024-03-30,S001,TAL-007,15,2,1.2222222222222223,0.7154440402865365,Taladros,2,207100,17,13.909090909090908,2.0,4.444444444444445,20.333333333333336,3.0,OK
2024-03-30,S001,TAL-008,12,3,0.8888888888888888,0.6610248162817525,Taladros,3,114800,15,16.875,2.0,4.666666666666666,15.333333333333332,0.0,OK
2024-03-30,S002,CEP-001,21,7,1.1111111111111112,0.6610248162817522,Cepillos para madera,6,213700,28,25.2,3.0,9.666666666666668,19.666666666666668,0.0,OK
2024-03-30,S002,CEP-002,15,0,1.1333333333333333,0.5844424982047979,Cepillos para madera,4,60100,15,13.23529411764706,2.0,6.533333333333333,19.0,4.0,OK
2024-03-30,S002,CEP-003,20,0,1.2555555555555555,0.7578964251538094,Cepillos para madera,7,72200,20,15.929203539823009,3.0,11.788888888888888,21.833333333333332,2.0,OK
2024-03-30,S002,CEP-004,20,4,1.1888888888888889,0.6341311749678983,Cepillos para madera,3,96900,24,20.186915887850468,2.0,5.566666666666666,19.833333333333332,0.0,OK
2024-03-30,S002,CEP-005,21,0,1.3,0.6611192416541765,Cepillos para madera,7,53700,21,16.153846153846153,3.0,12.1,22.5,2.0,OK
2024-03-30,S002,DES-001,111,21,5.288888888888889,1.4552843997462557,Destornilladores manuales,4,14000,132,24.95798319327731,5.0,26.155555555555555,84.33333333333333,0.0,OK
2024-03-30,S002,DES-002,90,0,5.3,1.5754435794118786,Destornilladores manuales,3,19000,90,16.9811320754717,5.0,20.9,84.5,0.0,OK
2024-03-30,S002,DES-003,117,0,5.588888888888889,1.542611563859745,Destornilladores manuales,2,7300,117,20.934393638170974,4.0,15.177777777777777,87.83333333333333,0.0,OK
2024-03-30,S002,DES-004,130,0,5.4222222222222225,1.5359203058809652,Destornilladores manuales,2,7700,130,23.975409836065573,4.0,14.844444444444445,85.33333333333334,0.0,OK
2024-03-30,S002,DES-005,85,11,5.288888888888889,1.4782653396741392,Destornilladores manuales,2,17900,96,18.15126050420168,3.0,13.577777777777778,82.33333333333333,0.0,OK
2024-03-30,S002,DES-006,128,17,5.555555555555555,1.580151543799924,Destornilladores manuales,3,12700,145,26.1,5.0,21.666666666666664,88.33333333333333,0.0,OK
2024-03-30,S002,DES-007,117,6,5.866666666666666,1.7875977226371507,Destornilladores manuales,1,12700,123,20.965909090909093,3.0,8.866666666666667,91.0,0.0,OK
2024-03-30,S002,DES-008,110,0,5.488888888888889,1.2741548813519137,Destornilladores manuales,3,13400,110,20.040485829959515,4.0,20.46666666666667,86.33333333333333,0.0,OK
2024-03-30,S002,DES-009,108,0,5.133333333333334,1.717065696687687,Destornilladores manuales,2,19300,108,21.038961038961038,4.0,14.266666666666667,81.0,0.0,OK
2024-03-30,S002,DES-010,97,16,5.4,1.4362873487971015,Destornilladores manuales,3,15700,113,20.925925925925924,4.0,20.200000000000003,85.0,0.0,OK
2024-03-30,S002,DES-011,107,11,5.366666666666666,1.7574879928306255,Destornilladores manuales,2,12300,118,21.987577639751553,4.0,14.733333333333333,84.5,0.0,OK
2024-03-30,S002,DES-012,95,11,5.6,1.7012883419549758,Destornilladores manuales,2,8000,106,18.92857142857143,4.0,15.2,88.0,0.0,OK
2024-03-30,S002,DES-013,108,0,5.411111111111111,1.7410731834739845,Destornilladores manuales,1,18800,108,19.958932238193018,3.0,8.411111111111111,84.16666666666667,0.0,OK
2024-03-30,S002,DES-014,106,21,5.288888888888889,1.7173565029725548,Destornilladores manuales,4,10200,127,24.01260504201681,6.0,27.155555555555555,85.33333333333333,0.0,OK
2024-03-30,S002,DES-015,116,16,5.288888888888889,1.781581449001341,Destornilladores manuales,3,17800,132,24.95798319327731,5.0,20.866666666666667,84.33333333333333,0.0,OK
2024-03-30,S002,ESM-001,15,0,1.4777777777777779,0.9388946139635898,Esmeriles,4,20600,15,10.150375939849624,3.0,8.911111111111111,25.166666666666668,10.0,OK
2024-03-30,S002,ESM-002,14,0,1.4444444444444444,0.93749739908087,Esmeriles,5,16200,14,9.692307692307692,3.0,10.222222222222221,24.666666666666668,11.0,OK
2024-03-30,S002,ESM-003,24,5,1.5888888888888888,0.8981184382299693,Esmeriles,3,13600,29,18.251748251748253,3.0,7.766666666666667,26.833333333333332,0.0,OK
2024-03-30,S002,ESM-004,25,0,1.488888888888889,0.8512310245629721,Esmeriles,2,15100,25,16.791044776119403,2.0,4.977777777777778,24.333333333333336,0.0,OK
2024-03-30,S002,ESM-005,16,0,1.4666666666666666,0.7960577021601759,Esmeriles,3,14800,16,10.90909090909091,2.0,6.3999999999999995,24.0,8.0,OK
2024-03-30,S002,ESM-006,25,0,1.5555555555555556,0.9008249790865688,Esmeriles,4,22000,25,16.07142857142857,3.0,9.222222222222221,26.333333333333332,1.0,OK
2024-03-30,S002,ESM-007,18,4,1.4,0.8969361081049598,Esmeriles,3,16900,22,15.714285714285715,3.0,7.199999999999999,24.0,2.0,OK
2024-03-30,S002,ESM-008,19,0,1.288888888888889,0.8379274115734413,Esmeriles,4,18000,19,14.741379310344827,3.0,8.155555555555555,22.333333333333336,3.0,OK
2024-03-30,S002,ESM-009,14,0,1.3888888888888888,0.956285468690163,Esmeriles,3,16000,14,10.08,3.0,7.166666666666666,23.833333333333332,10.0,OK
2024-03-30,S002,ESM-010,16,0,1.4666666666666666,0.96220720046631,Esmeriles,5,19500,16,10.90909090909091,4.0,11.333333333333332,26.0,10.0,OK
2024-03-30,S002,SIE-001,6,0,0.6555555555555556,0.6210015670810369,Sierras electricas,3,92200,6,9.152542372881356,2.0,3.966666666666667,11.833333333333334,6.0,OK
2024-03-30,S002,SIE-002,8,2,0.8,0.6217047964529342,Sierras electricas,3,196000,10,12.5,2.0,4.4,14.0,4.0,OK
2024-03-30,S002,SIE-003,8,0,0.7888888888888889,0.6270036547112173,Sierras electricas,4,152500,8,10.140845070422536,2.0,5.155555555555555,13.833333333333332,6.0,OK
2024-03-30,S002,SIE-004,6,0,0.7111111111111111,0.6225075144069618,Sierras electricas,3,158100,6,8.4375,2.0,4.133333333333333,12.666666666666668,7.0,OK
2024-03-30,S002,SIE-005,8,0,0.6444444444444445,0.623709654273491,Sierras electricas,2,106800,8,12.413793103448276,1.0,2.2888888888888888,10.666666666666668,3.0,OK
2024-03-30,S002,SIE-006,9,0,0.7111111111111111,0.6909437357285845,Sierras electricas,3,121000,9,12.65625,2.0,4.133333333333333,12.666666666666668,4.0,OK
2024-03-30,S002,TAL-001,9,0,1.0777777777777777,0.7529384799283428,Taladros,4,102300,9,8.350515463917526,2.0,6.311111111111111,18.166666666666664,9.0,OK
2024-03-30,S002,TAL-002,10,5,1.0222222222222221,0.6865935745251887,Taladros,5,101500,15,14.673913043478262,3.0,8.11111111111111,18.333333333333332,3.0,OK
2024-03-30,S002,TAL-003,9,2,1.1222222222222222,0.7003655189790412,Taladros,2,222200,11,9.801980198019802,2.0,4.2444444444444445,18.833333333333332,8.0,OK
2024-03-30,S002,TAL-004,8,2,0.9777777777777777,0.734048000417108,Taladros,2,57500,10,10.227272727272728,2.0,3.9555555555555557,16.666666666666664,7.0,OK
2024-03-30,S002,TAL-005,10,0,0.9444444444444444,0.692838342464542,Taladros,5,237500,10,10.588235294117647,3.0,7.722222222222222,17.166666666666664,7.0,OK
2024-03-30,S002,TAL-006,7,0,0.9,0.7502808462933108,Taladros,2,249100,7,7.777777777777778,2.0,3.8,15.5,8.0,OK
2024-03-30,S002,TAL-007,8,0,0.9333333333333333,0.6836780897009049,Taladros,2,207100,8,8.571428571428571,2.0,3.8666666666666667,16.0,8.0,OK
2024-03-30,S002,TAL-008,12,3,0.9,0.7502808462933108,Taladros,3,114800,15,16.666666666666668,2.0,4.7,15.5,0.0,OK
2024-03-30,S003,CEP-001,15,0,0.9333333333333333,0.4926424963535761,Cepillos para madera,6,213700,15,16.07142857142857,2.0,7.6,16.0,1.0,OK
2024-03-30,S003,CEP-002,11,3,0.8222222222222222,0.5916607321536002,Cepillos para madera,4,60100,14,17.027027027027028,2.0,5.288888888888889,14.333333333333332,0.0,OK
2024-03-30,S003,CEP-003,13,6,0.8,0.5236003278940784,Cepillos para madera,7,72200,19,23.75,2.0,7.6000000000000005,14.0,0.0,OK
2024-03-30,S003,CEP-004,12,2,0.8111111111111111,0.5170018243604272,Cepillos para madera,3,96900,14,17.26027397260274,1.0,3.4333333333333336,13.166666666666666,0.0,OK
2024-03-30,S003,CEP-005,16,6,0.8555555555555555,0.48716356552551265,Cepillos para madera,7,53700,22,25.714285714285715,2.0,7.988888888888889,14.833333333333332,0.0,OK
2024-03-30,S003,DES-001,58,16,3.888888888888889,1.3192136272253931,Destornilladores manuales,4,14000,74,19.02857142857143,4.0,19.555555555555557,62.333333333333336,0.0,OK
2024-03-30,S003,DES-002,93,12,4.033333333333333,1.1940865532402636,Destornilladores manuales,3,19000,105,26.03305785123967,3.0,15.1,63.5,0.0,OK
2024-03-30,S003,DES-003,95,8,3.9444444444444446,1.084736918460951,Destornilladores manuales,2,7300,103,26.112676056338028,3.0,10.88888888888889,62.16666666666667,0.0,OK
2024-03-30,S003,DES-004,61,8,3.8222222222222224,1.2770909514897633,Destornilladores manuales,2,7700,69,18.052325581395348,3.0,10.644444444444446,60.333333333333336,0.0,OK
2024-03-30,S003,DES-005,53,7,3.511111111111111,1.1040725880350606,Destornilladores manuales,2,17900,60,17.088607594936708,3.0,10.022222222222222,55.666666666666664,0.0,OK
2024-03-30,S003,DES-006,57,0,3.7888888888888888,1.1465085684930423,Destornilladores manuales,3,12700,57,15.043988269794722,3.0,14.366666666666667,59.83333333333333,3.0,OK
2024-03-30,S003,DES-007,81,4,3.8444444444444446,1.2353511179091354,Destornilladores manuales,1,12700,85,22.109826589595375,2.0,5.844444444444445,59.66666666666667,0.0,OK
2024-03-30,S003,DES-008,61,0,3.7888888888888888,1.276357567142139,Destornilladores manuales,3,13400,61,16.099706744868037,4.0,15.366666666666667,60.83333333333333,0.0,OK
2024-03-30,S003,DES-009,94,8,3.922222222222222,1.124075428091883,Destornilladores manuales,2,19300,102,26.005665722379604,3.0,10.844444444444445,61.83333333333333,0.0,OK
2024-03-30,S003,DES-010,60,12,3.988888888888889,1.1755414190767774,Destornilladores manuales,3,15700,72,18.050139275766018,3.0,14.966666666666667,62.833333333333336,0.0,OK
2024-03-30,S003,DES-011,68,0,4.022222222222222,1.2083769203038826,Destornilladores manuales,2,12300,68,16.906077348066297,3.0,11.044444444444444,63.33333333333333,0.0,OK
2024-03-30,S003,DES-012,69,8,4.044444444444444,1.1699525690098866,Destornilladores manuales,2,8000,77,19.03846153846154,3.0,11.088888888888889,63.666666666666664,0.0,OK
2024-03-30,S003,DES-013,76,4,3.8222222222222224,1.1374896248720847,Destornilladores manuales,1,18800,80,20.930232558139533,2.0,5.822222222222223,59.333333333333336,0.0,OK
2024-03-30,S003,DES-014,58,15,3.6333333333333333,1.2127598760075848,Destornilladores manuales,4,10200,73,20.091743119266056,4.0,18.53333333333333,58.5,0.0,OK
2024-03-30,S003,DES-015,77,0,3.8444444444444446,1.3649802328989034,Destornilladores manuales,3,17800,77,20.028901734104046,4.0,15.533333333333333,61.66666666666667,0.0,OK
2024-03-30,S003,ESM-001,15,0,0.9333333333333333,0.6144331451733706,Esmeriles,4,20600,15,16.07142857142857,2.0,5.733333333333333,16.0,1.0,OK
2024-03-30,S003,ESM-002,11,0,1.0333333333333334,0.7259244396869632,Esmeriles,5,16200,11,10.64516129032258,3.0,8.166666666666668,18.5,8.0,OK
2024-03-30,S003,ESM-003,14,4,1.1666666666666667,0.5854029631061695,Esmeriles,3,13600,18,15.428571428571427,2.0,5.5,19.5,2.0,OK
2024-03-30,S003,ESM-004,16,0,1.1,0.6712390019604114,Esmeriles,2,15100,16,14.545454545454545,2.0,4.2,18.5,2.0,OK
2024-03-30,S003,ESM-005,18,0,1.0444444444444445,0.5788619425772389,Esmeriles,3,14800,18,17.23404255319149,2.0,5.133333333333334,17.666666666666668,0.0,OK
2024-03-30,S003,ESM-006,17,4,1.0,0.5996253511966892,Esmeriles,4,22000,21,21.0,2.0,6.0,17.0,0.0,OK
2024-03-30,S003,ESM-007,15,3,1.0555555555555556,0.5680859072380662,Esmeriles,3,16900,18,17.052631578947366,2.0,5.166666666666667,17.833333333333336,0.0,OK
2024-03-30,S003,ESM-008,15,4,0.9777777777777777,0.6176755589545676,Esmeriles,4,18000,19,19.431818181818183,2.0,5.911111111111111,16.666666666666664,0.0,OK
2024-03-30,S003,ESM-009,11,3,0.9333333333333333,0.7614297609752828,Esmeriles,3,16000,14,15.0,2.0,4.8,16.0,2.0,OK
2024-03-30,S003,ESM-010,17,5,1.0777777777777777,0.6573316467983621,Esmeriles,5,19500,22,20.41237113402062,2.0,7.388888888888888,18.166666666666664,0.0,OK
2024-03-30,S003,SIE-001,6,0,0.5111111111111111,0.5026769786045272,Sierras electricas,3,92200,6,11.73913043478261,1.0,2.533333333333333,8.666666666666666,3.0,OK
2024-03-30,S003,SIE-002,7,0,0.5222222222222223,0.5241960731406996,Sierras electricas,3,196000,7,13.404255319148936,1.0,2.566666666666667,8.833333333333334,2.0,OK
2024-03-30,S003,SIE-003,8,0,0.6222222222222222,0.5100733099497523,Sierras electricas,4,152500,8,12.857142857142858,2.0,4.488888888888889,11.333333333333334,3.0,OK
2024-03-30,S003,SIE-004,5,0,0.5444444444444444,0.5008108282005754,Sierras electricas,3,158100,5,9.183673469387756,1.0,2.6333333333333333,9.166666666666666,4.0,OK
2024-03-30,S003,SIE-005,5,0,0.5,0.5028011423654932,Sierras electricas,2,106800,5,10.0,1.0,2.0,8.5,4.0,OK
2024-03-30,S003,SIE-006,4,0,0.4222222222222222,0.49668061715319667,Sierras electricas,3,121000,4,9.473684210526315,1.0,2.2666666666666666,7.333333333333333,3.0,OK
2024-03-30,S003,TAL-001,6,0,0.6333333333333333,0.5497701256081817,Taladros,4,102300,6,9.473684210526317,2.0,4.533333333333333,11.5,6.0,OK
2024-03-30,S003,TAL-002,7,0,0.6666666666666666,0.5404949874519414,Taladros,5,101500,7,10.5,2.0,5.333333333333333,12.0,5.0,OK
2024-03-30,S003,TAL-003,9,1,0.7111111111111111,0.5455528984834517,Taladros,2,222200,10,14.0625,1.0,2.4222222222222225,11.666666666666668,2.0,OK
2024-03-30,S003,TAL-004,9,0,0.6666666666666666,0.5404949874519414,Taladros,2,57500,9,13.5,1.0,2.333333333333333,11.0,2.0,OK
2024-03-30,S003,TAL-005,9,4,0.7222222222222222,0.5614543269923005,Taladros,5,237500,13,18.0,2.0,5.611111111111111,12.833333333333334,0.0,OK
2024-03-30,S003,TAL-006,8,0,0.7,0.5289378799999831,Taladros,2,249100,8,11.428571428571429,1.0,2.4,11.5,4.0,OK
2024-03-30,S003,TAL-007,7,0,0.6111111111111112,0.5126368152693855,Taladros,2,207100,7,11.454545454545453,1.0,2.2222222222222223,10.166666666666668,3.0,OK
2024-03-30,S003,TAL-008,6,2,0.6333333333333333,0.5698412946808923,Taladros,3,114800,8,12.631578947368421,2.0,3.9,11.5,4.0,OK
2024-03-30,S004,CEP-001,14,0,0.7666666666666667,0.4752290990977021,Cepillos para madera,6,213700,14,18.26086956521739,2.0,6.6000000000000005,13.5,0.0,OK
2024-03-30,S004,CEP-002,13,3,0.8555555555555555,0.5097060424282708,Cepillos para madera,4,60100,16,18.701298701298704,2.0,5.4222222222222225,14.833333333333332,0.0,OK
2024-03-30,S004,CEP-003,16,0,0.9333333333333333,0.4692810662077937,Cepillos para madera,7,72200,16,17.142857142857142,2.0,8.533333333333333,16.0,0.0,OK
2024-03-30,S004,CEP-004,12,0,0.8777777777777778,0.5155509276988899,Cepillos para madera,3,96900,12,13.670886075949367,1.0,3.6333333333333333,14.166666666666666,2.0,OK
2024-03-30,S004,CEP-005,12,6,0.8555555555555555,0.48716356552551277,Cepillos para madera,7,53700,18,21.03896103896104,2.0,7.988888888888889,14.833333333333332,0.0,OK
2024-03-30,S004,DES-001,64,15,3.7888888888888888,1.194504687387104,Destornilladores manuales,4,14000,79,20.85043988269795,4.0,19.155555555555555,60.83333333333333,0.0,OK
2024-03-30,S004,DES-002,56,11,3.7333333333333334,1.2343401093774673,Destornilladores manuales,3,19000,67,17.94642857142857,4.0,15.2,60.0,0.0,OK
2024-03-30,S004,DES-003,73,8,3.8333333333333335,1.247469348433419,Destornilladores manuales,2,7300,81,21.130434782608695,3.0,10.666666666666668,60.5,0.0,OK
2024-03-30,S004,DES-004,75,8,3.9555555555555557,1.1308852166702845,Destornilladores manuales,2,7700,83,20.983146067415728,3.0,10.911111111111111,62.333333333333336,0.0,OK
2024-03-30,S004,DES-005,56,7,3.7111111111111112,1.2474193085469816,Destornilladores manuales,2,17900,63,16.976047904191617,3.0,10.422222222222222,58.66666666666667,0.0,OK
2024-03-30,S004,DES-006,70,0,3.8777777777777778,1.178723150137115,Destornilladores manuales,3,12700,70,18.05157593123209,3.0,14.633333333333333,61.166666666666664,0.0,OK
2024-03-30,S004,DES-007,93,4,3.888888888888889,1.043378742834428,Destornilladores manuales,1,12700,97,24.942857142857143,2.0,5.888888888888889,60.333333333333336,0.0,OK
2024-03-30,S004,DES-008,61,11,3.611111111111111,0.9909074769952257,Destornilladores manuales,3,13400,72,19.93846153846154,3.0,13.833333333333334,57.166666666666664,0.0,OK
2024-03-30,S004,DES-009,78,7,3.7333333333333334,1.1784583339871713,Destornilladores manuales,2,19300,85,22.767857142857142,3.0,10.466666666666667,59.0,0.0,OK
2024-03-30,S004,DES-010,58,12,3.8444444444444446,1.2077568688201579,Destornilladores manuales,3,15700,70,18.208092485549134,3.0,14.533333333333333,60.66666666666667,0.0,OK
2024-03-30,S004,DES-011,83,8,3.7888888888888888,1.0757223279459474,Destornilladores manuales,2,12300,91,24.01759530791789,3.0,10.577777777777778,59.83333333333333,0.0,OK
2024-03-30,S004,DES-012,74,7,3.7111111111111112,1.3260098500188704,Destornilladores manuales,2,8000,81,21.82634730538922,3.0,10.422222222222222,58.66666666666667,0.0,OK
2024-03-30,S004,DES-013,78,0,3.9,1.2456666461210346,Destornilladores manuales,1,18800,78,20.0,2.0,5.9,60.5,0.0,OK
2024-03-30,S004,DES-014,83,0,3.7777777777777777,1.0993131438605968,Destornilladores manuales,4,10200,83,21.97058823529412,4.0,19.11111111111111,60.666666666666664,0.0,OK
2024-03-30,S004,DES-015,86,11,3.566666666666667,1.3072829701502824,Destornilladores manuales,3,17800,97,27.19626168224299,4.0,14.700000000000001,57.5,0.0,OK
2024-03-30,S004,ESM-001,20,5,1.1555555555555554,0.6689100829903017,Esmeriles,4,20600,25,21.634615384615387,2.0,6.622222222222222,19.333333333333332,0.0,OK
2024-03-30,S004,ESM-002,11,5,1.0777777777777777,0.7067535809741082,Esmeriles,5,16200,16,14.845360824742269,3.0,8.38888888888889,19.166666666666664,3.0,OK
2024-03-30,S004,ESM-003,12,3,1.0333333333333334,0.6262067002681097,Esmeriles,3,13600,15,14.516129032258062,2.0,5.1000000000000005,17.5,2.0,OK
2024-03-30,S004,ESM-004,17,0,1.0555555555555556,0.7088701424812399,Esmeriles,2,15100,17,16.105263157894736,2.0,4.111111111111111,17.833333333333336,1.0,OK
2024-03-30,S004,ESM-005,12,3,1.0333333333333334,0.7412409879703031,Esmeriles,3,14800,15,14.516129032258062,2.0,5.1000000000000005,17.5,2.0,OK
2024-03-30,S004,ESM-006,12,4,0.9555555555555556,0.616461652326415,Esmeriles,4,22000,16,16.744186046511626,2.0,5.822222222222223,16.333333333333336,0.0,OK
2024-03-30,S004,ESM-007,13,3,1.1444444444444444,0.6960742423129056,Esmeriles,3,16900,16,13.980582524271846,2.0,5.433333333333334,19.166666666666664,3.0,OK
2024-03-30,S004,ESM-008,11,0,0.9444444444444444,0.6928383424645419,Esmeriles,4,18000,11,11.647058823529411,2.0,5.777777777777778,16.166666666666664,5.0,OK
2024-03-30,S004,ESM-009,13,0,1.011111111111111,0.6270036547112174,Esmeriles,3,16000,13,12.857142857142858,2.0,5.033333333333333,17.166666666666664,4.0,OK
2024-03-30,S004,ESM-010,13,5,1.0666666666666667,0.7313217217300176,Esmeriles,5,19500,18,16.875,3.0,8.333333333333332,19.0,1.0,OK
2024-03-30,S004,SIE-001,6,0,0.5555555555555556,0.49968779266390756,Sierras electricas,3,92200,6,10.799999999999999,1.0,2.666666666666667,9.333333333333334,3.0,OK
